return_id,order_id,return_date,reason,source_system
R0040894,136722,20/04/2021,,SRC_124
R0040895,137413,2021-10-08,Wrong item,SRC_162
R0040896,127634,2023.11.07,,SRC_28
R0040897,131847,24-06-2023,Defect,SRC_194
R0040898,141682,2022-01-25,,SRC_225
R0040899,103012,June 18 2023,,SRC_156
R0040900,99999999,19/11/2021,Complaint,SRC_27
R0040901,99999999,2024/11/25,Defect,SRC_9
R0040902,99999999,2023/05/19,Defect,SRC_5
R0040903,132455,06/06/2024,Complaint,SRC_57
R0040904,131296,2023/08/12,,SRC_103
R0040905,99999999,2024.08.04,,SRC_129
R0040906,143407,July 23 2024,Defect,SRC_18
R0040907,99999999,2022-04-05,Wrong item,SRC_1
R0040908,143798,2023/08/22,,SRC_32
R0040909,130853,2024.04.20,,SRC_3
R0040910,116405,03/07/2021,,SRC_240
R0040911,121484,26-12-2023,,SRC_51
R0040912,109527,20-10-2022,Complaint,SRC_139
R0040913,99999999,2021-07-05,,SRC_12
R0040914,99999999,2024/04/21,,SRC_117
R0040915,135277,2023-11-27,Complaint,SRC_164
R0040916,127418,February 18 2023,Complaint,SRC_4
R0040917,99999999,26/06/2023,,SRC_164
R0040918,99999999,13/08/2023,Defect,SRC_69
R0040919,99999999,13-03-2023,Wrong item,SRC_118
R0040920,99999999,29-09-2021,Complaint,SRC_60
R0040921,99999999,2022.06.11,,SRC_228
R0040922,99999999,2023-07-21,,SRC_87
R0040923,99999999,2021.04.03,Complaint,SRC_22
R0040924,99999999,23-05-2024,Defect,SRC_27
R0040925,140179,20-07-2021,Complaint,SRC_163
R0040926,133093,2021/04/03,,SRC_132
R0040927,99999999,30-06-2021,,SRC_78
R0040928,105525,11-11-2024,Defect,SRC_16
R0040929,99999999,01/05/2021,Wrong item,SRC_41
R0040930,99999999,2021-07-19,Complaint,SRC_30
R0040931,122439,October 08 2022,,SRC_158
R0040932,134718,01/04/2021,Defect,SRC_165
R0040933,99999999,2022/01/04,,SRC_95
R0040934,110209,14/11/2022,,SRC_128
R0040935,144178,July 20 2021,Defect,SRC_104
R0040936,135298,2022-04-09,Complaint,SRC_44
R0040937,122254,2023-05-07,Wrong item,SRC_56
R0040938,110812,28/12/2021,,SRC_44
R0040939,99999999,06/07/2024,Wrong item,SRC_11
R0040940,99999999,2022/06/07,,SRC_172
R0040941,136450,2023-03-03,Complaint,SRC_211
R0040942,132112,2023.10.31,Wrong item,SRC_198
R0040943,132870,2021/12/07,,SRC_138
R0040944,139259,2024.04.17,,SRC_129
R0040945,99999999,22/09/2023,Complaint,SRC_188
R0040946,99999999,07/07/2021,Complaint,SRC_55
R0040947,115841,2023.03.19,Complaint,SRC_55
R0040948,135898,December 20 2024,Defect,SRC_119
R0040949,135553,14/03/2023,Wrong item,SRC_168
R0040950,99999999,12-02-2021,Defect,SRC_56
R0040951,99999999,February 09 2021,,SRC_177
R0040952,127976,June 06 2023,,SRC_23
R0040953,99999999,2024-01-07,,SRC_141
R0040954,114245,06-07-2023,,SRC_66
R0040955,99999999,18/07/2022,Defect,SRC_165
R0040956,109063,2023/11/20,Defect,SRC_170
R0040957,99999999,2024-03-05,Complaint,SRC_50
R0040958,121332,17-11-2022,,SRC_173
R0040959,99999999,2021.03.05,Defect,SRC_7
R0040960,102337,07/02/2023,,SRC_221
R0040961,99999999,2023/07/27,Wrong item,SRC_192
R0040962,99999999,2022.09.26,Complaint,SRC_36
R0040963,99999999,2023-04-23,Complaint,SRC_42
R0040964,115959,2021-06-13,Defect,SRC_88
R0040965,99999999,2022-10-20,Complaint,SRC_162
R0040966,144875,13-04-2024,Defect,SRC_66
R0040967,112333,May 23 2022,,SRC_2
R0040968,122572,2023/11/28,Wrong item,SRC_102
R0040969,140302,March 31 2022,Wrong item,SRC_200
R0040970,99999999,February 13 2021,Complaint,SRC_204
R0040971,99999999,2024/08/20,Complaint,SRC_64
R0040972,99999999,10/03/2021,,SRC_231
R0040973,122650,15-04-2022,Defect,SRC_199
R0040974,115827,16/11/2022,Complaint,SRC_172
R0040975,122835,05-07-2024,,SRC_208
R0040976,99999999,2021.12.10,Wrong item,SRC_120
R0040977,99999999,01-10-2024,Wrong item,SRC_148
R0040978,102288,27-04-2021,,SRC_34
R0040979,145839,2021-07-04,,SRC_112
R0040980,99999999,2022.09.27,,SRC_48
R0040981,99999999,23/11/2021,Complaint,SRC_15
R0040982,123834,July 07 2022,,SRC_151
R0040983,99999999,18/02/2022,,SRC_250
R0040984,124832,24-12-2023,Wrong item,SRC_186
R0040985,99999999,12-08-2023,Defect,SRC_242
R0040986,135289,08-07-2022,Defect,SRC_195
R0040987,106044,21-01-2021,,SRC_51
R0040988,131056,2021/07/26,,SRC_242
R0040989,99999999,2022-08-09,,SRC_58
R0040990,99999999,24-04-2024,,SRC_239
R0040991,146305,2021/04/14,Complaint,SRC_120
R0040992,99999999,August 25 2023,,SRC_83
R0040993,109742,2021-02-01,Wrong item,SRC_244
R0040994,99999999,2023-12-12,Wrong item,SRC_233
R0040995,119287,2024/04/11,Complaint,SRC_247
R0040996,99999999,2021/11/07,Defect,SRC_232
R0040997,99999999,2023-08-18,Defect,SRC_175
R0040998,99999999,2021.01.01,Wrong item,SRC_228
R0040999,143490,2022.09.19,Wrong item,SRC_120
R0041000,99999999,April 06 2022,,SRC_199
R0041001,107658,May 22 2024,,SRC_213
R0041002,99999999,2023-09-22,Defect,SRC_247
R0041003,99999999,2024-04-01,Defect,SRC_60
R0041004,111602,September 07 2021,Defect,SRC_192
R0041005,103352,07-03-2021,Complaint,SRC_117
R0041006,99999999,2023-10-18,,SRC_90
R0041007,99999999,2021-08-09,Complaint,SRC_177
R0041008,99999999,05/08/2021,Defect,SRC_146
R0041009,145146,2023.12.06,Wrong item,SRC_103
R0041010,111738,2021/04/04,,SRC_196
R0041011,135928,26/03/2024,,SRC_107
R0041012,133172,April 16 2023,Wrong item,SRC_161
R0041013,122424,July 23 2024,Wrong item,SRC_78
R0041014,99999999,05-05-2022,Complaint,SRC_232
R0041015,99999999,2024-05-06,Defect,SRC_212
R0041016,99999999,05/02/2022,Wrong item,SRC_177
R0041017,121917,2024.01.24,,SRC_133
R0041018,105736,23-04-2024,,SRC_162
R0041019,99999999,15-12-2024,,SRC_101
R0041020,141974,28/08/2022,,SRC_29
R0041021,99999999,06-04-2023,Wrong item,SRC_50
R0041022,128378,25/04/2021,Complaint,SRC_145
R0041023,132198,2021-09-28,,SRC_87
R0041024,137512,23/01/2021,Defect,SRC_218
R0041025,135369,March 18 2022,Wrong item,SRC_250
R0041026,128059,2023-08-20,,SRC_183
R0041027,115169,2021/09/15,Defect,SRC_185
R0041028,99999999,2023-09-26,,SRC_199
R0041029,112278,04-03-2021,Complaint,SRC_61
R0041030,99999999,2022.12.11,,SRC_111
R0041031,107147,2024-09-06,Complaint,SRC_171
R0041032,99999999,2024/01/11,Defect,SRC_125
R0041033,99999999,2023.05.30,,SRC_113
R0041034,99999999,20-07-2021,Complaint,SRC_89
R0041035,99999999,2022/01/19,,SRC_65
R0041036,139226,2023/03/16,Wrong item,SRC_18
R0041037,147996,2024-12-05,Complaint,SRC_236
R0041038,99999999,2022/08/27,Complaint,SRC_148
R0041039,108422,2021-10-15,Complaint,SRC_236
R0041040,102202,2022.11.07,Wrong item,SRC_171
R0041041,99999999,2022/07/07,Wrong item,SRC_57
R0041042,99999999,2023/07/19,Defect,SRC_242
R0041043,146056,August 19 2024,Complaint,SRC_42
R0041044,99999999,10/11/2022,Defect,SRC_67
R0041045,99999999,2023.10.12,Defect,SRC_91
R0041046,99999999,2021.06.30,,SRC_187
R0041047,138064,21/11/2023,Complaint,SRC_143
R0041048,99999999,2023.05.11,Defect,SRC_115
R0041049,99999999,2024/09/24,Wrong item,SRC_123
R0041050,137694,21/01/2023,Wrong item,SRC_45
R0041051,105142,30/11/2021,Defect,SRC_104
R0041052,145199,2022-10-15,Wrong item,SRC_246
R0041053,120735,12-05-2023,Complaint,SRC_109
R0041054,99999999,July 20 2021,Complaint,SRC_149
R0041055,125779,2024/11/29,,SRC_132
R0041056,146947,2021/02/10,Complaint,SRC_12
R0041057,99999999,2024.10.11,,SRC_83
R0041058,149858,2022-05-30,,SRC_111
R0041059,132198,2021-03-06,,SRC_99
R0041060,116434,24/12/2022,Wrong item,SRC_21
R0041061,99999999,29/03/2024,,SRC_85
R0041062,110909,May 16 2022,Defect,SRC_100
R0041063,99999999,2022.06.06,Defect,SRC_101
R0041064,99999999,07-12-2021,Wrong item,SRC_20
R0041065,111252,2022-03-13,Defect,SRC_106
R0041066,99999999,November 19 2022,Wrong item,SRC_193
R0041067,117954,June 23 2024,,SRC_244
R0041068,149759,2021/02/07,,SRC_149
R0041069,113590,2021/06/16,,SRC_141
R0041070,133599,18/05/2021,Wrong item,SRC_175
R0041071,99999999,February 27 2023,,SRC_73
R0041072,99999999,2022/04/04,Defect,SRC_144
R0041073,125438,2022.05.19,Complaint,SRC_224
R0041074,117341,2023.05.01,Complaint,SRC_203
R0041075,149826,06/01/2023,Defect,SRC_70
R0041076,144723,26-11-2024,,SRC_5
R0041077,145232,2021/02/02,Defect,SRC_206
R0041078,99999999,2024-04-21,,SRC_242
R0041079,113894,2023.07.22,,SRC_233
R0041080,108348,2023/05/27,Wrong item,SRC_36
R0041081,99999999,02-07-2023,Defect,SRC_52
R0041082,99999999,2023.02.01,Defect,SRC_93
R0041083,107658,2023/10/01,Wrong item,SRC_149
R0041084,99999999,2024.12.15,Complaint,SRC_186
R0041085,99999999,24/10/2022,Complaint,SRC_88
R0041086,99999999,2021-09-03,Complaint,SRC_180
R0041087,99999999,2023-06-23,,SRC_139
R0041088,146938,May 19 2023,Complaint,SRC_91
R0041089,136755,14-09-2024,Complaint,SRC_166
R0041090,140451,February 08 2024,Complaint,SRC_240
R0041091,136486,June 26 2024,Defect,SRC_26
R0041092,99999999,January 17 2022,Wrong item,SRC_117
R0041093,142693,January 11 2023,Wrong item,SRC_78
R0041094,105645,2021.02.11,,SRC_113
R0041095,136284,2022/10/18,,SRC_128
R0041096,111747,2023/05/03,Defect,SRC_223
R0041097,125147,September 10 2022,Complaint,SRC_186
R0041098,99999999,2021.02.13,Defect,SRC_94
R0041099,99999999,2021-10-06,Complaint,SRC_89
R0041100,120437,2021.04.09,,SRC_226
R0041101,140475,2021.03.14,Wrong item,SRC_205
R0041102,109974,2023.07.07,Complaint,SRC_138
R0041103,99999999,April 16 2023,,SRC_210
R0041104,116502,17/05/2022,Defect,SRC_124
R0041105,138146,2023-10-17,Wrong item,SRC_228
R0041106,99999999,26/04/2021,Defect,SRC_175
R0041107,99999999,April 18 2021,,SRC_118
R0041108,99999999,October 20 2024,,SRC_164
R0041109,101584,29-09-2021,Complaint,SRC_72
R0041110,136116,2022-05-07,,SRC_150
R0041111,99999999,26/01/2022,Defect,SRC_242
R0041112,144973,23-08-2021,,SRC_14
R0041113,120693,July 03 2023,,SRC_145
R0041114,99999999,2024.07.31,Wrong item,SRC_9
R0041115,99999999,20-09-2022,,SRC_113
R0041116,105997,March 08 2024,,SRC_146
R0041117,99999999,2021.08.25,Defect,SRC_168
R0041118,99999999,07/08/2021,,SRC_30
R0041119,99999999,April 27 2024,Complaint,SRC_106
R0041120,105135,23/07/2024,Complaint,SRC_235
R0041121,132143,21/01/2021,Complaint,SRC_238
R0041122,130126,03-05-2021,Complaint,SRC_12
R0041123,99999999,2023.03.03,Wrong item,SRC_124
R0041124,108346,2022-11-19,Complaint,SRC_79
R0041125,126191,June 15 2023,Defect,SRC_209
R0041126,99999999,23-12-2021,,SRC_134
R0041127,99999999,24-01-2024,Complaint,SRC_78
R0041128,99999999,14-11-2022,,SRC_10
R0041129,146424,10-04-2022,Complaint,SRC_105
R0041130,106834,January 17 2021,Defect,SRC_188
R0041131,99999999,2022.08.15,Wrong item,SRC_82
R0041132,147256,27/10/2022,Complaint,SRC_229
R0041133,99999999,2022-03-20,,SRC_229
R0041134,99999999,2022-08-28,Defect,SRC_245
R0041135,129868,November 01 2022,Defect,SRC_28
R0041136,99999999,30-06-2024,,SRC_94
R0041137,99999999,21/10/2022,,SRC_129
R0041138,99999999,12/10/2022,,SRC_128
R0041139,124775,2024/09/29,Complaint,SRC_188
R0041140,137559,04/10/2022,Defect,SRC_163
R0041141,99999999,02-09-2022,Complaint,SRC_225
R0041142,128693,02/11/2024,,SRC_175
R0041143,99999999,August 15 2024,Wrong item,SRC_177
R0041144,99999999,2021/10/01,,SRC_199
R0041145,99999999,2022/06/14,Defect,SRC_95
R0041146,99999999,2022-01-06,Complaint,SRC_162
R0041147,144650,2022/01/07,Wrong item,SRC_27
R0041148,100335,July 18 2021,,SRC_125
R0041149,143445,2024/03/27,,SRC_157
R0041150,102603,02/11/2023,,SRC_107
R0041151,99999999,2021/07/29,,SRC_22
R0041152,138820,09/12/2024,Complaint,SRC_120
R0041153,99999999,04-12-2024,,SRC_187
R0041154,99999999,2022/11/15,,SRC_204
R0041155,136854,21/07/2022,Wrong item,SRC_211
R0041156,99999999,20-12-2022,Complaint,SRC_131
R0041157,102415,2022.04.08,Defect,SRC_198
R0041158,111702,2021-11-07,Defect,SRC_155
R0041159,99999999,October 06 2021,Defect,SRC_91
R0041160,99999999,May 23 2022,Wrong item,SRC_196
R0041161,99999999,2022/11/17,Wrong item,SRC_39
R0041162,99999999,2023-03-25,Wrong item,SRC_203
R0041163,135615,2022.09.05,Complaint,SRC_97
R0041164,109341,August 07 2021,Defect,SRC_151
R0041165,99999999,2022/05/22,,SRC_226
R0041166,99999999,07-11-2022,,SRC_53
R0041167,102077,2024.11.28,,SRC_114
R0041168,99999999,03/03/2024,Complaint,SRC_154
R0041169,99999999,2023-09-10,,SRC_30
R0041170,102280,15/11/2023,Complaint,SRC_154
R0041171,132540,02/11/2022,Wrong item,SRC_134
R0041172,135984,23/07/2021,Complaint,SRC_63
R0041173,140564,2023-04-10,,SRC_198
R0041174,122714,20/06/2021,,SRC_21
R0041175,99999999,08-07-2022,Wrong item,SRC_44
R0041176,99999999,2024-12-15,,SRC_148
R0041177,104473,07/12/2023,Wrong item,SRC_150
R0041178,99999999,21/09/2023,Wrong item,SRC_240
R0041179,135642,2023.11.16,,SRC_211
R0041180,105115,November 27 2022,,SRC_212
R0041181,99999999,2022/02/01,,SRC_158
R0041182,99999999,26/02/2022,Complaint,SRC_61
R0041183,128364,December 25 2023,Complaint,SRC_118
R0041184,125754,24-04-2024,Complaint,SRC_189
R0041185,146193,2024.01.13,Complaint,SRC_7
R0041186,108238,2021/07/02,Defect,SRC_20
R0041187,140259,August 16 2024,,SRC_151
R0041188,136289,2021/04/17,Wrong item,SRC_68
R0041189,99999999,August 29 2023,Complaint,SRC_104
R0041190,116442,2022/07/18,Defect,SRC_244
R0041191,141011,December 22 2022,,SRC_224
R0041192,99999999,27/05/2021,Wrong item,SRC_119
R0041193,117065,2021/09/01,Complaint,SRC_116
R0041194,127787,03-06-2022,Complaint,SRC_132
R0041195,99999999,2023-02-22,Defect,SRC_231
R0041196,135099,2024/01/13,,SRC_228
R0041197,132480,04/12/2021,,SRC_183
R0041198,110276,06-09-2024,Wrong item,SRC_184
R0041199,99999999,2021-05-15,Wrong item,SRC_82
R0041200,99999999,11/06/2023,Defect,SRC_42
R0041201,99999999,2022/05/02,Wrong item,SRC_38
R0041202,147146,2023-11-15,,SRC_157
R0041203,136139,19/06/2024,Defect,SRC_172
R0041204,111542,2024-10-11,Defect,SRC_28
R0041205,99999999,2021-08-29,,SRC_109
R0041206,99999999,28/03/2024,Wrong item,SRC_169
R0041207,99999999,03/12/2023,Defect,SRC_8
R0041208,99999999,12/09/2023,,SRC_242
R0041209,103826,2021.02.21,Wrong item,SRC_80
R0041210,100645,July 28 2022,,SRC_58
R0041211,99999999,15-05-2023,Wrong item,SRC_47
R0041212,149097,May 06 2022,Wrong item,SRC_11
R0041213,108816,2022.12.05,,SRC_25
R0041214,99999999,2024/10/24,Complaint,SRC_155
R0041215,101173,24-11-2021,,SRC_10
R0041216,137794,2023-06-03,,SRC_226
R0041217,99999999,2022-12-21,,SRC_133
R0041218,142223,March 16 2021,,SRC_156
R0041219,126931,2021-09-11,,SRC_36
R0041220,135750,2021/11/11,Complaint,SRC_162
R0041221,129077,09-07-2022,,SRC_206
R0041222,99999999,2024.03.15,,SRC_242
R0041223,99999999,November 11 2022,Complaint,SRC_225
R0041224,113809,17-02-2021,Complaint,SRC_134
R0041225,116753,16-06-2023,Wrong item,SRC_110
R0041226,99999999,02-08-2022,Complaint,SRC_197
R0041227,99999999,2023-10-03,,SRC_235
R0041228,137639,2021-12-10,Complaint,SRC_220
R0041229,113348,04-06-2023,,SRC_147
R0041230,115003,April 30 2022,Defect,SRC_103
R0041231,99999999,2022.08.25,,SRC_165
R0041232,122810,04-06-2021,,SRC_182
R0041233,136563,11/07/2022,Defect,SRC_247
R0041234,99999999,2021/04/18,Wrong item,SRC_205
R0041235,99999999,2023/02/11,,SRC_140
R0041236,141134,2024.01.26,Defect,SRC_8
R0041237,99999999,2024/02/15,Wrong item,SRC_181
R0041238,132716,08-09-2021,Defect,SRC_82
R0041239,103902,2023-11-28,Complaint,SRC_205
R0041240,99999999,2021/05/10,Complaint,SRC_93
R0041241,99999999,2024/08/22,Wrong item,SRC_176
R0041242,112172,2023/03/07,Complaint,SRC_205
R0041243,125524,2021-01-04,Defect,SRC_87
R0041244,99999999,2023/04/22,,SRC_15
R0041245,100846,2022/05/16,,SRC_243
R0041246,106682,2024-06-22,Wrong item,SRC_73
R0041247,99999999,19/05/2024,Defect,SRC_209
R0041248,106876,01-04-2024,Complaint,SRC_13
R0041249,135238,27-09-2021,Complaint,SRC_233
R0041250,99999999,16-06-2022,Defect,SRC_230
R0041251,99999999,May 02 2021,,SRC_182
R0041252,99999999,01/10/2023,Defect,SRC_49
R0041253,144008,2022-11-19,Complaint,SRC_93
R0041254,99999999,March 14 2021,Wrong item,SRC_37
R0041255,104753,17/07/2022,Complaint,SRC_89
R0041256,99999999,27-05-2024,Defect,SRC_21
R0041257,99999999,03/06/2022,,SRC_71
R0041258,101269,2021-06-17,,SRC_82
R0041259,99999999,2023/01/27,,SRC_238
R0041260,99999999,January 01 2021,,SRC_130
R0041261,129150,2024/09/25,Complaint,SRC_225
R0041262,134071,2021.01.05,Complaint,SRC_67
R0041263,99999999,2022.05.24,Defect,SRC_13
R0041264,109140,2023-04-08,Complaint,SRC_3
R0041265,106789,17-10-2022,Wrong item,SRC_128
R0041266,131505,09-07-2023,Wrong item,SRC_24
R0041267,115115,2023-05-27,Defect,SRC_31
R0041268,99999999,2023-10-07,,SRC_22
R0041269,112845,2023-07-07,,SRC_149
R0041270,99999999,20/09/2024,Wrong item,SRC_13
R0041271,99999999,27-09-2022,Wrong item,SRC_136
R0041272,99999999,07-02-2024,Complaint,SRC_241
R0041273,99999999,10-12-2023,,SRC_186
R0041274,99999999,2024/09/14,Defect,SRC_96
R0041275,118062,2023.06.17,,SRC_114
R0041276,99999999,2023-03-11,Defect,SRC_145
R0041277,99999999,2023-03-20,Wrong item,SRC_32
R0041278,99999999,May 05 2021,Wrong item,SRC_109
R0041279,117933,April 14 2024,,SRC_59
R0041280,112214,2021-09-12,Wrong item,SRC_66
R0041281,99999999,2024/02/29,Defect,SRC_19
R0041282,105607,2024-06-20,,SRC_244
R0041283,99999999,2024-07-07,Complaint,SRC_55
R0041284,99999999,18/01/2023,Wrong item,SRC_75
R0041285,99999999,2021/08/14,,SRC_96
R0041286,104097,2021-10-22,Defect,SRC_63
R0041287,99999999,29/07/2022,Wrong item,SRC_220
R0041288,136471,2023/03/10,,SRC_168
R0041289,138637,2022-11-22,Wrong item,SRC_168
R0041290,143190,15/01/2022,Complaint,SRC_65
R0041291,103038,2021-06-28,,SRC_66
R0041292,99999999,2021-07-22,,SRC_202
R0041293,99999999,2022-10-05,Complaint,SRC_219
R0041294,99999999,April 01 2023,Wrong item,SRC_209
R0041295,99999999,15-12-2022,Defect,SRC_203
R0041296,126705,12/09/2021,Defect,SRC_149
R0041297,99999999,July 29 2023,Defect,SRC_243
R0041298,99999999,03-05-2023,Wrong item,SRC_220
R0041299,99999999,08-03-2021,Complaint,SRC_100
R0041300,99999999,03/12/2023,Complaint,SRC_31
R0041301,99999999,14-08-2022,Defect,SRC_74
R0041302,99999999,2022-12-31,,SRC_170
R0041303,99999999,2021-07-21,Complaint,SRC_86
R0041304,99999999,2021/03/21,Defect,SRC_211
R0041305,99999999,2023.02.11,,SRC_13
R0041306,99999999,2022.04.23,Defect,SRC_28
R0041307,140770,11/07/2022,Wrong item,SRC_231
R0041308,139521,2023.12.10,Wrong item,SRC_46
R0041309,147286,13/11/2021,,SRC_230
R0041310,123303,January 09 2024,,SRC_236
R0041311,99999999,2022.04.10,Defect,SRC_164
R0041312,121857,03/05/2023,Complaint,SRC_179
R0041313,99999999,2021/07/17,Complaint,SRC_186
R0041314,99999999,2023/11/15,Wrong item,SRC_61
R0041315,107428,02-12-2021,Defect,SRC_53
R0041316,100312,2024/08/25,Defect,SRC_181
R0041317,99999999,January 31 2024,Defect,SRC_32
R0041318,114526,08-03-2023,Wrong item,SRC_165
R0041319,112303,25/02/2023,Complaint,SRC_101
R0041320,121682,2023/12/01,Complaint,SRC_70
R0041321,99999999,2024/12/18,Defect,SRC_171
R0041322,99999999,July 02 2022,,SRC_224
R0041323,99999999,04/01/2022,,SRC_129
R0041324,99999999,27/08/2021,Complaint,SRC_35
R0041325,132391,2023/11/21,,SRC_196
R0041326,104533,March 03 2024,,SRC_152
R0041327,117039,2021/07/16,Complaint,SRC_7
R0041328,99999999,12-01-2022,Defect,SRC_44
R0041329,99999999,2021-05-27,Defect,SRC_249
R0041330,99999999,05/02/2021,Defect,SRC_209
R0041331,148218,2024/10/13,Complaint,SRC_89
R0041332,134194,July 27 2024,,SRC_216
R0041333,99999999,19-04-2023,Wrong item,SRC_1
R0041334,99999999,October 09 2022,Wrong item,SRC_9
R0041335,125573,09-01-2024,Wrong item,SRC_99
R0041336,136159,2024/07/22,Complaint,SRC_230
R0041337,99999999,2023.12.12,Wrong item,SRC_34
R0041338,107400,2021/05/07,Defect,SRC_11
R0041339,99999999,March 28 2022,Wrong item,SRC_130
R0041340,124404,2022.10.16,,SRC_72
R0041341,140105,2024-02-02,Defect,SRC_156
R0041342,121002,August 25 2022,Defect,SRC_167
R0041343,99999999,2021.02.10,,SRC_227
R0041344,99999999,28/12/2024,,SRC_4
R0041345,99999999,2024/01/31,,SRC_206
R0041346,99999999,2022/08/19,Wrong item,SRC_182
R0041347,102840,03/03/2021,,SRC_236
R0041348,127867,2023/08/18,Defect,SRC_246
R0041349,99999999,August 02 2021,Defect,SRC_247
R0041350,99999999,2022.08.01,,SRC_134
R0041351,112923,2023/06/21,Wrong item,SRC_133
R0041352,106093,19-06-2024,Complaint,SRC_73
R0041353,99999999,2021.08.01,Complaint,SRC_35
R0041354,136296,February 13 2023,Defect,SRC_93
R0041355,99999999,2024.07.15,Complaint,SRC_250
R0041356,114900,25-07-2024,,SRC_32
R0041357,99999999,2022.08.13,Complaint,SRC_160
R0041358,140265,2021/07/06,Defect,SRC_48
R0041359,100837,2024-07-30,Complaint,SRC_78
R0041360,99999999,2021-12-31,,SRC_101
R0041361,145891,01/02/2021,,SRC_227
R0041362,109452,2023/02/11,Defect,SRC_60
R0041363,99999999,April 09 2024,Defect,SRC_51
R0041364,99999999,2023/09/26,Wrong item,SRC_231
R0041365,99999999,27/02/2024,Wrong item,SRC_143
R0041366,99999999,2021-03-04,,SRC_178
R0041367,123225,November 03 2021,,SRC_73
R0041368,137958,12/05/2023,Defect,SRC_47
R0041369,131909,2022/09/22,,SRC_173
R0041370,123197,2021.11.08,Complaint,SRC_143
R0041371,122764,July 21 2021,,SRC_121
R0041372,99999999,18-06-2023,Wrong item,SRC_118
R0041373,142382,29-09-2021,Wrong item,SRC_236
R0041374,99999999,August 17 2023,,SRC_73
R0041375,99999999,25-04-2024,Wrong item,SRC_175
R0041376,99999999,2021/01/16,Defect,SRC_125
R0041377,120422,2022-08-24,Defect,SRC_78
R0041378,99999999,2021/06/03,,SRC_122
R0041379,99999999,2024.07.03,Complaint,SRC_145
R0041380,99999999,09-01-2023,Defect,SRC_119
R0041381,149154,23/11/2021,Defect,SRC_108
R0041382,99999999,December 13 2024,,SRC_244
R0041383,116105,2021-04-08,Complaint,SRC_85
R0041384,99999999,2022.12.07,Defect,SRC_243
R0041385,124592,2023/02/22,,SRC_21
R0041386,99999999,04-08-2023,Complaint,SRC_60
R0041387,99999999,2021-08-16,Complaint,SRC_150
R0041388,99999999,04/08/2022,Complaint,SRC_25
R0041389,135993,2021-11-11,Defect,SRC_160
R0041390,99999999,October 16 2024,,SRC_79
R0041391,99999999,20-10-2021,,SRC_147
R0041392,113655,2021.11.17,Defect,SRC_18
R0041393,115985,2021.06.23,,SRC_35
R0041394,140609,2024/07/11,,SRC_81
R0041395,99999999,2021/06/27,Defect,SRC_125
R0041396,99999999,18/01/2021,,SRC_218
R0041397,99999999,26-07-2023,Complaint,SRC_82
R0041398,99999999,25/07/2024,,SRC_61
R0041399,105599,19/05/2022,,SRC_41
R0041400,129350,January 23 2024,Defect,SRC_65
R0041401,99999999,2024/01/28,,SRC_244
R0041402,108716,October 08 2023,,SRC_226
R0041403,99999999,July 14 2022,Defect,SRC_86
R0041404,99999999,2021.10.15,,SRC_187
R0041405,109822,April 23 2023,Defect,SRC_47
R0041406,139256,2022/04/30,Defect,SRC_30
R0041407,99999999,07/03/2023,,SRC_93
R0041408,99999999,May 30 2021,Complaint,SRC_166
R0041409,99999999,15/02/2021,Wrong item,SRC_226
R0041410,99999999,2024/05/09,,SRC_67
R0041411,107775,2021/10/20,Wrong item,SRC_123
R0041412,99999999,August 21 2024,,SRC_151
R0041413,99999999,2022.12.25,Wrong item,SRC_63
R0041414,99999999,March 08 2023,,SRC_33
R0041415,114876,2021.04.03,,SRC_16
R0041416,119484,2023/08/28,Complaint,SRC_115
R0041417,99999999,2022.07.14,,SRC_73
R0041418,111991,2022-12-24,,SRC_185
R0041419,99999999,14/10/2022,,SRC_201
R0041420,99999999,March 21 2023,Wrong item,SRC_190
R0041421,123167,24-09-2021,Defect,SRC_234
R0041422,107393,2022/04/23,,SRC_70
R0041423,123468,October 18 2023,Complaint,SRC_211
R0041424,99999999,03/01/2024,,SRC_218
R0041425,134527,November 06 2022,,SRC_172
R0041426,99999999,27-01-2023,,SRC_221
R0041427,110972,2021/05/20,Complaint,SRC_219
R0041428,99999999,October 07 2024,,SRC_95
R0041429,148049,13-06-2021,Defect,SRC_134
R0041430,111273,2024-08-15,Defect,SRC_207
R0041431,99999999,2021-12-27,Complaint,SRC_50
R0041432,99999999,30-12-2023,Complaint,SRC_55
R0041433,109780,2021/08/21,Complaint,SRC_203
R0041434,112289,2023.09.01,Wrong item,SRC_212
R0041435,99999999,25/02/2022,,SRC_76
R0041436,128519,2022-08-14,Defect,SRC_31
R0041437,99999999,01-07-2023,Defect,SRC_217
R0041438,99999999,13/03/2022,,SRC_60
R0041439,113741,2023.08.23,,SRC_20
R0041440,145252,20/03/2024,Complaint,SRC_164
R0041441,99999999,2021.04.27,Wrong item,SRC_15
R0041442,99999999,2021-09-15,,SRC_195
R0041443,114573,2022-08-02,Defect,SRC_160
R0041444,138741,2024.11.16,Complaint,SRC_210
R0041445,99999999,2024.06.11,,SRC_205
R0041446,99999999,27-06-2021,Complaint,SRC_26
R0041447,100206,2021/12/18,Complaint,SRC_205
R0041448,99999999,2023/10/29,Complaint,SRC_94
R0041449,134055,02/06/2023,,SRC_49
R0041450,99999999,July 15 2021,Complaint,SRC_168
R0041451,99999999,2022-08-14,,SRC_4
R0041452,99999999,April 15 2022,,SRC_155
